bibliographicCitation,bibliographicCitation_standardized
"Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., and Habit, E. 2017. Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia 790(1): 201–212. doi:10.1007/s10750-016-3030-1."
"Ostrowski de Nuñez, M., Brugni, N., & Viozzi, G. (2000). Polylekithum percai n. sp. (Trematoda: Allocreadiidae) from Percichthys trucha (Perciformes: Percichthydae) in Patagonia, Argentina, and a redescription of Homalometron papilliferum (Szidat, 1956) n. comb. Systematic parasitology, 47(1), 51–57. https://doi.org/10.1023/a:1006497331377","Ostrowski de Nuñez, M., Brugni, N., and Viozzi, G. 2000. Polylekithum percai n. sp. (Trematoda: Allocreadiidae) from Percichthys trucha (Perciformes: Percichthydae) in Patagonia, Argentina, and a redescription of Homalometron papilliferum (Szidat, 1956) n. comb. Syst Parasitol 47(1): 51–57. doi:10.1023/A:1006497331377."
"Ostrowskide de Núñez, M., Brugni, N., & Flores, V.R. (2003). Posterotestes unelen gen. et sp. n. (Digenea: Apocreadiidae) from Percichthys trucha (Osteichthyes: Percichthyidae) in Patagonia, Argentina. Folia Parasitologica, 50(3), 211-214. doi: 10.14411/fp.2003.037","Ostrowski de Núñez, M., Brugni, N., and Flores, V.R. 2003. Posterotestes unelen gen. et sp. n.(Digenea: Apocreadiidae) from Percichthys trucha (Osteichthyes: Percichthyidae) in Patagonia, Argentina. Folia parasitologica 50(3): 211–214. INSTITUTE OF PARASITOLOGY CZECHOSLOVAK ACADEMY OF."
"Perugia, A. 1891. Appunti sopra alcuni pesci sud-americani conservati nel Museo Civico di Storia Naturale di Genova. Annali del Museo Civico di Storia Naturale “Giacomo Doria” 10 (Serie 2): 605–657.","Perugia, A. 1891. Appunti sopra alcuni pesci sud-americani conservati nel Museo Civico di Storia Naturale di Genova. Annali del Museo Civico di Storia Naturale “Giacomo Doria” 10 (Serie 2): 605–657."
"Rauque C, Viozzi G, Flores V, et al. Helminth parasites of alien freshwater fishes in Patagonia (Argentina). International Journal for parasitology. Parasites and Wildlife. 2018 Dec;7(3):369-379. DOI: 10.1016/j.ijppaw.2018.09.008. PMID: 30302312; PMCID: PMC6174270.","Rauque, C., Viozzi, G., Flores, V., Vega, R., Waicheim, A., and Salgado-Maldonado, G. 2018. Helminth parasites of alien freshwater fishes in Patagonia (Argentina). International Journal for Parasitology: Parasites and Wildlife 7(3): 369–379. doi:10.1016/j.ijppaw.2018.09.008."
"Reyes, X. (1982) Presencia de Hepatoxylon trichiuri (Holten, 1802) (Cestoda: Trypanorhyncha) en Oncorynchus tshawytscha y Sonmiosus pacificus capturados en Chile.. Investigaciones Marinas, Valparaiso 10(1-2): 40-45.","Reyes, X. 1982. Presencia de Hepatoxylon trichiuri (Holten, 1802) (Cestoda: Trypanorhyncha) en Oncorhynchus tshawytscha y Sonmiosus pacificus capturados en Chile. Investigaciones Marinas, Valparaiso 10(1–2): 40–45."
"Ringuelet, RA, R Arámburu y AA de Arámburu. 1967. Los peces argentinos de agua dulce. Com. Invest. Cient. Prov. Buenos Aires (CIC) La Plata, 602 pp","Ringuelet, R.A., Arámburu, R., and AA de Arámburu. 1967. Los peces argentinos de agua dulce. Com. Invest. Cient. Prov. Buenos Aires (CIC) La Plata, 602 pp"
"Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8","Rojo, J.H., Figueroa, D.E., and Boy, C.C. 2018. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101(7): 1149–1160. doi:10.1007/s10641-018-0765-8."
"Rojo, J.H., Rodríguez, P. & Boy, C.C. Morphological differentiation in the widespread fish Galaxias maculatus: do darker environments imply bigger eyes?. Hydrobiologia 847, 2863–2872 (2020). https://doi.org/10.1007/s10750-020-04278-y","Rojo, J.H., Rodríguez, P., and Boy, C.C. 2020. Morphological differentiation in the widespread fish Galaxias maculatus: do darker environments imply bigger eyes? Hydrobiologia 847(13): 2863–2872. doi:10.1007/s10750-020-04278-y."
"Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","Rueda, E.C., Mullaney, K.A., Conte-Grand, C., Habit, E.M., Cussac, V., and Ortí, G. 2017. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis. Biol Invasions 19(3): 971–988. doi:10.1007/s10530-016-1295-y."
"RUZZANTE, D.E., WALDE, S.J., GOSSE, J.C., CUSSAC, V.E., HABIT, E., ZEMLAK, T.S. and ADAMS, E.D.M. (2008), Climate control on ancestral population dynamics: insight from Patagonian fish phylogeography. Molecular Ecology, 17: 2234-2244. https://doi.org/10.1111/j.1365-294X.2008.03738.x","Ruzzante, D.E., Walde, S.J., Gosse, J.C., Cussac, V.E., Habit, E.M., Zemlak, T.S., and Adams, E.D.M. 2008. Climate control on ancestral population dynamics: insight from Patagonian fish phylogeography. Molecular Ecology 17(9): 2234–2244. doi:10.1111/j.1365-294X.2008.03738.x."
"Sakai, M., R. Aguirrebeña, and A. Nagasawa (1987) Growth analysis by scale reading of cherry salmon (Oncorhynchus masou) stocked a closed-system lake ""Lagoon Don Poli"", southern Chile.. Internal Report 18, Japan International Cooperation Agency & Servicio Nacional de Pesca, Tokyo. 26pp.","Sakai, M., Aguirrebeña, R., and Nagasawa, A. 1987. Growth analysis by scale reading of cherry salmon (Oncorhynchus masou) stocked a closed-system lake “Lagoon Don Poli”, southern Chile. Japan International Cooperation Agency & Servicio Nacional de Pesca, Tokyo."
"Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile."
"Schröder, V., Garcia de Leaniz, C. Discrimination between farmed and free-living invasive salmonids in Chilean Patagonia using stable isotope analysis. Biol Invasions 13, 203–213 (2011). https://doi.org/10.1007/s10530-010-9802-z","Schröder, V., and Garcia de Leaniz, C. 2010. Discrimination between farmed and free-living invasive salmonids in Chilean Patagonia using stable isotope analysis. Biological Invasions 13(1): 1–11. doi:10.1007/s10530-010-9802-z."
"Sepulveda F, Marin SL, Carvajal J. Metazoan parasites in wild fish and farmed salmon from aquaculture sites in southern Chile Aquaculture.. 2004 Jun;235(1-4):89-100. DOI: 10.1016/j.aquaculture.2003.09.015.","Sepúlveda, F., Marı́n, S.L., and Carvajal, J. 2004. Metazoan parasites in wild fish and farmed salmon from aquaculture sites in southern Chile. Aquaculture 235(1): 89–100. doi:10.1016/j.aquaculture.2003.09.015."
"Soto, D, I Arismendi, C Di Prinzio y F Jara. 2007. Establishment of Chinook salmon (Oncorhynchus tshawytscha) in Pacific basins of southern South America and its potential ecosystem implications. Revista chilena de historia natural 80 (1): 81-98","Soto, D., Arismendi, I., Di Prinzio, C., and Jara, F. 2007. Establishment of Chinook salmon (Oncorhynchus tshawytscha) in Pacific basins of southern South America and its potential ecosystem implications. Revista Chilena de Historia Natural 80: 81–98."
"Soto, D. (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la X región.. Proyecto FIP  2000-24 (2000-2001).","Soto, D. 2002. Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la X región. FIP 2000-24, Fondo de Investigación Pesquera - Universidad Austral de Chile."
"Soto, D., I. Arismendi, J. González, J. Sanzana, F. Jara, C. Jara, E. Guzman, and A. Lara (2006) Southern Chile, trout and salmon country: invasion patterns and threats for native species.. Revista Chilena de Historia Natural 79:97-117.","Soto, D., Arismendi, I., González, J., Sanzana, J., Jara, F., Jara, C., GUZMAN, E., and Lara, A. 2006. Southern Chile, trout and salmon country: Invasion patterns and threats for native species. Revista chilena de historia natural 79: 97–117. doi:10.4067/S0716-078X2006000100009."
"SOTO, DORIS, ARISMENDI, IVÁN, GONZÁLEZ, JORGE, SANZANA, JOSÉ, JARA, FERNANDO, JARA, CARLOS, GUZMAN, ERWIN, & LARA, ANTONIO. (2006). Southern Chile, trout and salmon country: invasion patterns and threats for native species. Revista chilena de historia natural, 79(1), 97-117. https://dx.doi.org/10.4067/S0716-078X2006000100009","Soto, D., Arismendi, I., González, J., Sanzana, J., Jara, F., Jara, C., GUZMAN, E., and Lara, A. 2006. Southern Chile, trout and salmon country: Invasion patterns and threats for native species. Revista chilena de historia natural 79: 97–117. doi:10.4067/S0716-078X2006000100009."
SUSTENTABLE Minicentral Hidroelectrica De Pasada El Callao.,SUSTENTABLE Minicentral Hidroelectrica De Pasada El Callao.
SUSTENTABLE Minicentral Hidroelectrica De Pasada Rio Negro.,SUSTENTABLE Minicentral Hidroelectrica De Pasada Rio Negro.
"TERRAMAR, Estudios Territoriales (2013) Informe Linea Base Limnologia Proyecto Central De Pasada Mediterraneo. https://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=6357086","TERRAMAR, Estudios Territoriales (2013) Informe Linea Base Limnologia Proyecto Central De Pasada Mediterraneo. NA, https://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=6357086"
TESAM Central Hidroelectrica Lago Atravesado.,TESAM Central Hidroelectrica Lago Atravesado.
"Torres, P. Cubillos, V., Aedo, E., Silva, R., Garrido, O. y Aedo, J.E. (1995) Prevalencia y aspectos patológicos de la difilobotriasis en salmones de retorno, Oncorhynchus kisutch, de Coyhaique, XIa Región de Chile.. Archivos de Medicina Veterinaria 27: 107-114.","Torres, P., Cubillos, V., Aedo, E., Silva, R., Garrido, O., and Aedo, J.E. 1995. Prevalencia y aspectos patológicos de la difilobotriasis en salmones de retorno, Oncorhynchus kisutch, de Coyhaique, XIa Región de Chile. Archivos de Medicina Veterinaria: 27:-107-114."
"Torres, P., E.  Aedo, L. Figueroa, I. Siegmund, R. Silva, N. Navarrete, S. Puga, F. Marín y E. Aedo (2000) Infección por helmintos parásitos en salmón coho, Oncorhynchus kisutch, durante su retorno al río Simpson, Chile.. Bol. Chil. Parasitol. 55(1-2): 31-35.","Torres, P., Aedo, E., Figueroa, L., Siegmund, I., Silva, R., Navarrete, N., Puga, S., and Marín, F. 2000. Infección por helmintos parásitos en salmón coho, Oncorhynchus kisutch, durante su retorno al río Simpson, Chile. Boletín Chileno de Parasitología 55: 1–6."
"Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.","Torres, P. 1990. Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile. Boletín Chileno de Parasitología: 45:47-55."
"Torres, Patricio, Aedo, Eduardo, Figueroa, Luis, Siegmund, Inés, Silva, Ricardo, Navarrete, Nancy, Puga, Sonia, Marín, Francisco, & Aedo, Elba. (2000). Infección por helmintos parásitos en salmón coho, Oncorhynchus kisutch, durante su retorno al río Simpson, Chile. Boletín chileno de parasitología, 55(1-2), 31-35. https://dx.doi.org/10.4067/S0365-94022000000100009","Torres, P., Aedo, E., Figueroa, L., Siegmund, I., Silva, R., Navarrete, N., Puga, S., and Marín, F. 2000. Infección por helmintos parásitos en salmón coho, Oncorhynchus kisutch, durante su retorno al río Simpson, Chile. Boletín Chileno de Parasitología 55: 1–6."
"Ubeda, C, L Semenas y S Ortubay. 1989. Nuevas citas para Camallanus tridentatus. Physis, B, 47 (112): 10","Ubeda, C., Semenas, L., and Ortubay. S. 1989. Nuevas citas para Camallanus tridentatus. Physis, B, 47 (112): 10"
"UNIVERSIDAD CATOLICA DE TEMUCO Informe De Caracterizacion Ecosstemica Y Plan De Seguimiento Comunidad Ictica, Zoobentonica, Fitobentonica, Fitoplanctonica Del Rio Llaguepe. Comuna De Cochamo, X Region..","UNIVERSIDAD CATOLICA DE TEMUCO Informe De Caracterizacion Ecosstemica Y Plan De Seguimiento Comunidad Ictica, Zoobentonica, Fitobentonica, Fitoplanctonica Del Rio Llaguepe. Comuna De Cochamo, X Region.."
"Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","Unmack, P.J., Barriga, J.P., Battini, M.A., Habit, E.M., and Johnson, J.B. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology 21(4): 942–959. doi:10.1111/j.1365-294X.2011.05408.x."
"Unmack, P., Bennin, A., Habit, E., Victoriano, P., and Johnson, J. 2009. Impact of ocean barriers, topography, and glaciation on the phylogeography of the catfish Trichomycterus areolatus (Teleostei: Trichomycteridae) in Chile. Biological Journal of the Linnean Society 97: 876–892. doi:10.1111/j.1095-8312.2009.01224.x.","Unmack, P., Bennin, A., Habit, E., Victoriano, P., and Johnson, J. 2009. Impact of ocean barriers, topography, and glaciation on the phylogeography of the catfish Trichomycterus areolatus (Teleostei: Trichomycteridae) in Chile. Biological Journal of the Linnean Society 97: 876–892. doi:10.1111/j.1095-8312.2009.01224.x."
"Unmack, P.J., Barriga, J.P., Battini, M.A., Habit, E.M., and Johnson, J.B. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology 21(4): 942–959. doi:10.1111/j.1365-294X.2011.05408.x.","Unmack, P.J., Barriga, J.P., Battini, M.A., Habit, E.M., and Johnson, J.B. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology 21(4): 942–959. doi:10.1111/j.1365-294X.2011.05408.x."
"Unmack, P.J., Habit, E.M., & Johnson, J. (2009). NEW RECORDS OF HATCHERIA MACRAEI (SILURIFORMES, TRICHOMYCTERIDAE) FROM CHILEAN PROVINCE. Gayana, 73, 102-110. DOI:10.4067/S0717-65382009000100013","Unmack, P.J., Habit, E.M., and Johnson, J.B. 2009. New records of Hatcheria macraei (Siluriformes, Trichomycteridae) from Chilean Province. Gayana 73(1): 102–110."
"Unmack, P.J., Habit, E.M., and Johnson, J.B. 2009. New records of Hatcheria macraei (Siluriformes, Trichomycteridae) from Chilean Province. Gayana 73(1): 102–110.","Unmack, P., Bennin, A., Habit, E., Victoriano, P., and Johnson, J. 2009. Impact of ocean barriers, topography, and glaciation on the phylogeography of the catfish Trichomycterus areolatus (Teleostei: Trichomycteridae) in Chile. Biological Journal of the Linnean Society 97: 876–892. doi:10.1111/j.1095-8312.2009.01224.x."
"Vanella, F.A., Boy, C.C. & Fernández, D.A. Temperature effects on growing, feeding, and swimming energetics in the Patagonian blennie Eleginops maclovinus (Pisces: Perciformes). Polar Biol 35, 1861–1868 (2012). https://doi.org/10.1007/s00300-012-1228-x","Vanella, F.A., Boy, C.C., and Fernández, D.A. 2012. Temperature effects on growing, feeding, and swimming energetics in the Patagonian blennie Eleginops maclovinus (Pisces: Perciformes). Polar Biol 35(12): 1861–1868. doi:10.1007/s00300-012-1228-x."
"Vanhaecke, D., Garcia de Leaniz, C., Gajardo, G., Dunham, J., Giannico, G. and Consuegra, S. (2015), Genetic signatures of historical dispersal of fish threatened by biological invasions: the case of galaxiids in South America. J. Biogeogr., 42: 1942-1952. https://doi.org/10.1111/jbi.12568","Vanhaecke, D., Garcia de Leaniz, C., Gajardo, G., Dunham, J., Giannico, G., and Consuegra, S. 2015. Genetic signatures of historical dispersal of fish threatened by biological invasions: the case of galaxiids in South America. J. Biogeogr.: n/a-n/a. doi:10.1111/jbi.12568."
"Vega, R. M., Viozzi, G. P., & Brugni, N. L. (2011). TWO NEW SPECIES OF CRYPTOCEPHALUM N. GEN. (MONOGENOIDEA: DACTYLOGYRIDAE) FROM THE CEPHALIC LATERAL LINE OF PERCICHTHYS TRUCHA (PERCIFORMES: PERCICHTHYIDAE) IN PATAGONIA, ARGENTINA. The Journal of Parasitology, 97(2), 245–250. http://www.jstor.org/stable/23019068","Vega, R., Viozzi, G., and Brugni, N. 2011. Two New Species of Cryptocephalum n. gen. (Monogenoidea: Dactylogyridae) from the Cephalic Lateral Line of Percichthys trucha (Perciformes: Percichthyidae) in Patagonia, Argentina. The Journal of parasitology 97: 245–50. doi:10.1645/GE-2627.1."
Venegas 2005,Venegas 2005
"Vera-Escalona I., Habit E.,  & Ruzzante D (2015). The complete mitochondrial genome of the freshwater fish Galaxias platei and a comparison with other species of the genus Galaxias (Faraway, so close?). Mitochondrial DNA Part A 28(2): 176-177.","Vera-Escalona, I., Habit, E., and Ruzzante, D.E. 2017. The complete mitochondrial genome of the freshwater fish Galaxias platei and a comparison with other species of the genus Galaxias (faraway, so close?). Mitochondrial DNA A DNA Mapp Seq Anal 28(2): 176–177. doi:10.3109/19401736.2015.1115497."
"Vera-Escalona, I., Habit, E. and Ruzzante, D.E. (2015), Echoes of a distant time: effects of historical processes on contemporary genetic patterns in Galaxias platei in Patagonia. Mol Ecol, 24: 4112-4128. https://doi.org/10.1111/mec.13303","Vera-Escalona, I., Habit, E., and Ruzzante, D.E. 2015. Echoes of a distant time: effects of historical processes on contemporary genetic patterns in Galaxias platei in Patagonia. Molecular Ecology: n/a-n/a. doi:10.1111/mec.13303."
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0."
Vieta E. 2010. CARACTERIZACIÓN DE LOS PECES EN CINCO LAGOS DEL SUR DE CHILE. Facultad de Ciencias Veterinarias. Universidad Austral de Chile. 66 p.,"Vieta Barragán, E. 2010. Caracterización de los peces en cinco lagos del sur de Chile. Facultad de Ciencias Veterinarias. Universidad Austral de Chile."
"Vila, I., E. Zeiss and H. Gibson (1978) Prospecciones de sistemas hidrográficos para la introducción del ""salmon"" en Chile.. Biología Pesquera, Chile 10: 61-73.","Vila, I., Zeiss, E., and Gibson, H. 1978. Prospecciones de sistemas hidrográficos para la introducción del “salmon” en Chile. Biología Pesquera, Chile 10: 61–73."
"Vila, I., Fuentes, L., and Contreras, M. 1999. Peces límnicos de Chile. Boletín del Museo Nacional de Historia Natural, Chile: 48:-61–75.","Vila, I., Fuentes, L., and Contreras, M. 1999. Peces límnicos de Chile. Boletín del Museo Nacional de Historia Natural, Chile: 48:-61–75."
"Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra (1999) Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile.. Revista Chilena de Historia Natural 72: 273-284.","Vila, I., Fuentes, L., and Saavedra, M. 1999. Ictiofauna en los sistemas límnicos de la isla grande, Tierra del Fuego, Chile. Revista Chilena de Historia Natural: 72:-273–284."
"Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.","Villalobos, L., Woelfl, S., Parra, O., and Campos, H. 2003. Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties. Hydrobiologia 510: 225–237."
Viozzi G. Semenas L. Brugni N. y Flores V. (2009). Metazoan Parasites of Galaxias maculatus (Osmeriformes: Galaxiidae) from Argentinean Patagonia. Comparative Parasitology 76(2): 229-239. DOI:10.1654/4328.1,"Viozzi, G., Semenas, L., Brugni, N., and Flores, V.R. 2009. Metazoan Parasites of Galaxias maculatus (Osmeriformes: Galaxiidae) from Argentinean Patagonia. copa 76(2): 229–239. The Helminthological Society of Washington. doi:10.1654/4328.1."
"Viozzi, G. P., & Brugni, N. (2004). Duplaccessorius andinus n. gen., n. sp. (Dactylogyridae: Ancyrocephalinae) from the gills of Percichthys trucha (Perciformes: Percichthyidae) in Patagonia, Argentina. The Journal of parasitology, 90(5), 966–969. https://doi.org/10.1645/GE-261R","Viozzi, G.P., and Brugni, N. 2004. Duplaccessorius andinus n. gen., n. sp.(Dactylogyridae: Ancyrocephalinae) from the gills of Percichthys trucha (Perciformes: Percichthyidae) in Patagonia, Argentina. Journal of Parasitology 90(5): 966–969."
"Viozzi, G. P., & Gutiérrez, P. A. (2001). Philureter trigoniopsis, a new genus and species (Dactylogyridae, Ancyrocephalinae) from the ureters and urinary bladder of Galaxias maculatus (Osmeriformes: Galaxiidae) in Patagonia (Argentina). The Journal of parasitology, 87(2), 392–394. https://doi.org/10.1645/0022-3395(2001)087[0392:PTANGA]2.0.CO;2","Viozzi, G.P., and Gutiérrez, P.A. 2001. Philureter trigoniopsis, a new genus and species (Dactylogyridae, Ancyrocephalinae) from the ureters and urinary bladder of Galaxias maculatus (Osmeriformes: Galaxiidae) in Patagonia (Argentina). Journal of Parasitology 87(2): 392–394."
"Viozzi, G.P., & Flores, V.R. (2003). Myxidium biliare sp. n. (Myxozoa) from gall bladder of Galaxias maculatus (Osmeriformes: Galaxiidae) in Patagonia (Argentina). Folia Parasitologica, 50(3), 190-194. doi: 10.14411/fp.2003.034","Viozzi, G.P., and Flores, V.R. 2003. Myxidium biliare sp. n.(Myxozoa) from gall bladder of Galaxias maculatus (Osmeriformes: Galaxiidae) in Patagonia (Argentina). Folia parasitologica 50(3): 190–194. Praha: Czechoslovak Akademy of Sciences."
"Wood, Jonathan D. (1997) The distribution of feral salmonids in inland Chilean Waters.. Unpublishes thesis to obtain the degree of M.Sc. In Aquaculture, University of Stirling 85pp.","Wood, J. 1997. The distribution of feral salmonids in inland Chilean waters. Thesis, MSc in Acuaculture, University of Stirling, Stirling."
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","Zama, A., and Cárdenas, E. 1984. Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency."
"Zattara, E.E. and Premoli, A.C. (2005), Genetic structuring in Andean landlocked populations of Galaxias maculatus: effects of biogeographic history. Journal of Biogeography, 32: 5-14. https://doi.org/10.1111/j.1365-2699.2004.01164.x","Zattara, E.E., and Premoli, A.C. 2005. Genetic structuring in Andean landlocked populations of Galaxias maculatus: effects of biogeographic history. Journal of Biogeography 32(1): 5–14. doi:https://doi.org/10.1111/j.1365-2699.2004.01164.x."
"Zemlak, T.S., Habit, E.M., Walde, S.J. et al. Surviving historical Patagonian landscapes and climate: molecular insights from Galaxias maculatus. BMC Evol Biol 10, 67 (2010). https://doi.org/10.1186/1471-2148-10-67","Zemlak, T.S., Habit, E.M., Walde, S.J., Carrea, C., and Ruzzante, D.E. 2010. Surviving historical Patagonian landscapes and climate: molecular insights from Galaxias maculatus. BMC Evolutionary Biology 10(1): 67. doi:10.1186/1471-2148-10-67."
"ZEMLAK, T.S., HABIT, E.M., WALDE, S.J., BATTINI, M.A., ADAMS, E.D.M. and RUZZANTE, D.E. (2008), Across the southern Andes on fin: glacial refugia, drainage reversals and a secondary contact zone revealed by the phylogeographical signal of Galaxias platei in Patagonia. Molecular Ecology, 17: 5049-5061. https://doi.org/10.1111/j.1365-294X.2008.03987.x","Zemlak, T.S., Habit, E.M., Walde, S.J., Battini, M.A., Adams, E.D.M., and Ruzzante, D.E. 2008. Across the southern Andes on fin: glacial refugia, drainage reversals and a secondary contact zone revealed by the phylogeographical signal of Galaxias platei in Patagonia. Molecular Ecology 17: 5049–5061. doi:10.1111/j.1365-294X.2008.03987.x."
"Zemlak, TS, EM Habit, SJ Walde, C Carrea, DE Ruzzante. 2010. Surviving historical Patagonian landscapes and climate: molecular insights from Galaxias maculatus. BMC Evolutionary Biology, 2010. 10:67","Zemlak, T.S., Habit, E.M., Walde, S.J., Carrea, C., and Ruzzante, D.E. 2010. Surviving historical Patagonian landscapes and climate: molecular insights from Galaxias maculatus. BMC Evolutionary Biology 10(1): 67. doi:10.1186/1471-2148-10-67."
"Zemlak, TS, EM Habit, SJ Walde, MA Battini, EDM Adams y DE Ruzzante. 2008. Across the southern Andes on fin: glacial refugia, drainage reversals and a secondary contact zone revealed by the phylogeographical signal of Galaxias platei in Patagonia. Molecular Ecology (2008) 17: 5049-5061","Zemlak, T.S., Habit, E.M., Walde, S.J., Battini, M.A., Adams, E.D.M., and Ruzzante, D.E. 2008. Across the southern Andes on fin: glacial refugia, drainage reversals and a secondary contact zone revealed by the phylogeographical signal of Galaxias platei in Patagonia. Molecular Ecology 17: 5049–5061. doi:10.1111/j.1365-294X.2008.03987.x."
